date,coin_type,circulation_supply
2021-09-15,BCH,18846918.75
2021-09-16,BCH,18847812.5
2021-09-17,BCH,18848787.5
2021-09-18,BCH,18849531.25
2021-09-19,BCH,18850425.0
2021-09-20,BCH,18851287.5
2021-09-21,BCH,18852250.0
2021-09-22,BCH,18853087.5
2021-09-23,BCH,18854012.5
2021-09-24,BCH,18854762.5
2021-09-25,BCH,18855781.25
2021-09-26,BCH,18856537.5
2021-09-27,BCH,18857425.0
2021-09-28,BCH,18858325.0
2021-09-29,BCH,18859256.25
2021-09-30,BCH,18860131.25
2021-10-01,BCH,18861018.75
2021-10-02,BCH,18862037.5
2021-10-03,BCH,18862906.25
2021-10-04,BCH,18863781.25
2021-10-05,BCH,18864737.5
2021-10-06,BCH,18865587.5
2021-10-07,BCH,18866531.25
2021-10-08,BCH,18867287.5
2021-10-09,BCH,18868193.75
2021-10-10,BCH,18869143.75
2021-10-11,BCH,18869862.5
2021-10-12,BCH,18870756.25
2021-10-13,BCH,18871618.75
2021-10-14,BCH,18872450.0
2021-10-15,BCH,18873406.25
2021-10-16,BCH,18874393.75
2021-10-17,BCH,18875231.25
2021-10-18,BCH,18876006.25
2021-10-19,BCH,18877043.75
2021-10-20,BCH,18877806.25
2021-10-21,BCH,18878875.0
2021-10-22,BCH,18879743.75
2021-10-23,BCH,18880768.75
2021-10-24,BCH,18881537.5
2021-10-25,BCH,18882375.0
2021-10-26,BCH,18883156.25
2021-10-27,BCH,18884100.0
2021-10-28,BCH,18884931.25
2021-10-29,BCH,18885856.25
2021-10-30,BCH,18886718.75
2021-10-31,BCH,18887756.25
2021-11-01,BCH,18888787.5
2021-11-02,BCH,18889587.5
2021-11-03,BCH,18890550.0
2021-11-04,BCH,18891506.25
2021-11-05,BCH,18892375.0
2021-11-06,BCH,18893287.5
2021-11-07,BCH,18894150.0
2021-11-08,BCH,18895018.75
2021-11-09,BCH,18896150.0
2021-11-10,BCH,18897100.0
2021-11-11,BCH,18898000.0
2021-11-12,BCH,18898893.75
2021-11-13,BCH,18899718.75
2021-11-14,BCH,18900818.75
2021-11-15,BCH,18901656.25
2021-11-16,BCH,18902575.0
2021-11-17,BCH,18903387.5
2021-11-18,BCH,18904212.5
2021-11-19,BCH,18905293.75
2021-11-20,BCH,18905950.0
2021-11-21,BCH,18906956.25
2021-11-22,BCH,18907881.25
2021-11-23,BCH,18908762.5
2021-11-24,BCH,18909781.25
2021-11-25,BCH,18910712.5
2021-11-26,BCH,18911593.75
2021-11-27,BCH,18912512.5
2021-11-28,BCH,18913243.75
2021-11-29,BCH,18914225.0
2021-11-30,BCH,18915087.5
2021-12-01,BCH,18915831.25
2021-12-02,BCH,18916868.75
2021-12-03,BCH,18917750.0
2021-12-04,BCH,18918587.5
2021-12-05,BCH,18919356.25
2021-12-06,BCH,18920306.25
2021-12-07,BCH,18921250.0
2021-12-08,BCH,18922137.5
2021-12-09,BCH,18923125.0
2021-12-10,BCH,18923925.0
2021-12-11,BCH,18924962.5
2021-12-12,BCH,18926425.0
2021-12-13,BCH,18926693.75
2021-12-14,BCH,18927718.75
2021-12-15,BCH,18928525.0
2021-12-16,BCH,18929575.0
2021-12-17,BCH,18930312.5
2021-12-18,BCH,18931306.25
2021-12-19,BCH,18932143.75
2021-12-20,BCH,18933025.0
2021-12-21,BCH,18933956.25
2021-12-22,BCH,18934925.0
2021-12-23,BCH,18935850.0
2021-12-24,BCH,18936618.75
2021-12-25,BCH,18937512.5
2021-12-26,BCH,18938537.5
2021-12-27,BCH,18939337.5
2021-12-28,BCH,18940325.0
2021-12-29,BCH,18941325.0
2021-12-30,BCH,18942181.25
2021-12-31,BCH,18943075.0
2022-01-01,BCH,18943981.25
2022-01-02,BCH,18944862.5
2022-01-03,BCH,18945737.5
2022-01-04,BCH,18946656.25
2022-01-05,BCH,18947306.25
2022-01-06,BCH,18929756.25
2022-01-07,BCH,18949262.5
2022-01-08,BCH,18950150.0
2022-01-09,BCH,18951043.75
2022-01-10,BCH,18951850.0
2022-01-11,BCH,18952731.25
2022-01-12,BCH,18953681.25
2022-01-13,BCH,18954656.25
2022-01-14,BCH,18955612.5
2022-01-15,BCH,18956506.25
2022-01-16,BCH,18957337.5
2022-01-17,BCH,18958237.5
2022-01-18,BCH,18959237.5
2022-01-19,BCH,18960050.0
2022-01-20,BCH,18960918.75
2022-01-21,BCH,18961975.0
2022-01-22,BCH,18962762.5
2022-01-23,BCH,18963662.5
2022-01-24,BCH,18964412.5
2022-01-25,BCH,18965281.25
2022-01-26,BCH,18966193.75
2022-01-27,BCH,18967112.5
2022-01-28,BCH,18968012.5
2022-01-29,BCH,18968918.75
2022-01-30,BCH,18969893.75
2022-01-31,BCH,18970568.75
2022-02-01,BCH,18971543.75
2022-02-02,BCH,18972537.5
2022-02-03,BCH,18973325.0
2022-02-04,BCH,18974250.0
2022-02-05,BCH,18975268.75
2022-02-06,BCH,18976056.25
2022-02-07,BCH,18977012.5
2022-02-08,BCH,18977850.0
2022-02-09,BCH,18978850.0
2022-02-10,BCH,18979712.5
2022-02-11,BCH,18980656.25
2022-02-12,BCH,18981625.0
2022-02-13,BCH,18982537.5
2022-02-14,BCH,18983318.75
2022-02-15,BCH,18984281.25
2022-02-16,BCH,18984981.25
2022-02-17,BCH,18986150.0
2022-02-18,BCH,18987125.0
2022-02-19,BCH,18987943.75
2022-02-20,BCH,18988950.0
2022-02-21,BCH,18989731.25
2022-02-22,BCH,18991237.5
2022-02-23,BCH,18991656.25
2022-02-24,BCH,18992531.25
2017-12-14,TFUEL,5000367.5
2017-12-15,TFUEL,5000367.5
2017-12-16,TFUEL,5000367.5
2017-12-17,TFUEL,5000367.5
2017-12-18,TFUEL,5000367.5
2017-12-19,TFUEL,5000367.5
2017-12-20,TFUEL,5000367.5
2017-12-21,TFUEL,5000367.5
2017-12-22,TFUEL,5000367.5
2017-12-23,TFUEL,5000367.5
2017-12-24,TFUEL,5000367.5
2017-12-25,TFUEL,5000367.5
2017-12-26,TFUEL,5000367.5
2017-12-27,TFUEL,5000367.5
2017-12-28,TFUEL,5000367.5
2017-12-29,TFUEL,5000367.5
2017-12-30,TFUEL,5000367.5
2017-12-31,TFUEL,5000367.5
2018-01-01,TFUEL,5000367.5
2018-01-02,TFUEL,5000367.5
2018-01-03,TFUEL,5000367.5
2018-01-04,TFUEL,5000367.5
2018-01-05,TFUEL,5000367.5
2018-01-06,TFUEL,5000367.5
2018-01-07,TFUEL,5000367.5
2018-01-08,TFUEL,5000367.5
2018-01-09,TFUEL,5000367.5
2018-01-10,TFUEL,5000367.5
2018-01-11,TFUEL,1000000000.0
2018-01-12,TFUEL,1000000000.0
2018-01-13,TFUEL,1000000000.0
2018-01-14,TFUEL,1000000000.0
2018-01-15,TFUEL,1000000000.0
2018-01-16,TFUEL,1000000000.0
2018-01-17,TFUEL,1000000000.0
2018-01-18,TFUEL,999999999.999999
2018-01-19,TFUEL,1000000000.0
2018-01-20,TFUEL,1000000000.0
2018-01-21,TFUEL,1000000000.0
2018-01-22,TFUEL,1000000000.0
2018-01-23,TFUEL,1000000000.0
2018-01-24,TFUEL,1000000000.0
2018-01-25,TFUEL,1000000000.0
2018-01-26,TFUEL,1000000000.0
2018-01-27,TFUEL,1000000000.0
2018-01-28,TFUEL,1000000000.0
2018-01-29,TFUEL,1000000000.0
2018-01-30,TFUEL,1000000000.0
2018-01-31,TFUEL,1000000000.0
2018-02-01,TFUEL,1000000000.0
2018-02-02,TFUEL,999999999.999999
2018-02-03,TFUEL,1000000000.0
2018-02-04,TFUEL,1000000000.0
2018-02-05,TFUEL,1000000000.0
2018-02-06,TFUEL,999999999.999999
2018-02-07,TFUEL,1000000000.0
2018-02-08,TFUEL,999999999.999999
2018-02-09,TFUEL,1000000000.0
2018-02-10,TFUEL,1000000000.0
2018-02-11,TFUEL,1000000000.0
2018-02-12,TFUEL,1000000000.0
2018-02-13,TFUEL,1000000000.0
2018-02-14,TFUEL,1000000000.0
2018-02-15,TFUEL,1000000000.0
2018-02-16,TFUEL,1000000000.0
2018-02-17,TFUEL,1000000000.0
2018-02-18,TFUEL,1000000000.0
2018-02-19,TFUEL,1000000000.0
2018-02-20,TFUEL,1000000000.0
2018-02-21,TFUEL,1000000000.0
2018-02-22,TFUEL,1000000000.0
2018-02-23,TFUEL,1000000000.0
2018-02-24,TFUEL,1000000000.0
2018-02-25,TFUEL,1000000000.0
2018-02-26,TFUEL,1000000000.0
2018-02-27,TFUEL,1000000000.0
2018-02-28,TFUEL,1000000000.0
2018-03-01,TFUEL,1000000000.0
2018-03-02,TFUEL,1000000000.0
2018-03-03,TFUEL,1000000000.0
2018-03-04,TFUEL,1000000000.0
2018-03-05,TFUEL,1000000000.0
2018-03-06,TFUEL,999999999.999999
2018-03-07,TFUEL,1000000000.0
2018-03-08,TFUEL,999999999.999999
2018-03-09,TFUEL,1000000000.0
2018-03-10,TFUEL,1000000000.0
2018-03-11,TFUEL,1000000000.0
2018-03-12,TFUEL,1000000000.0
2018-03-13,TFUEL,999999999.999999
2018-03-14,TFUEL,1000000000.0
2018-03-15,TFUEL,999999999.999999
2018-03-16,TFUEL,1000000000.0
2018-03-17,TFUEL,1000000000.0
2018-03-18,TFUEL,1000000000.0
2018-03-19,TFUEL,999999999.999999
2018-03-20,TFUEL,1000000000.0
2018-03-21,TFUEL,1000000000.0
2018-03-22,TFUEL,999999999.999999
2018-03-23,TFUEL,1000000000.0
2018-03-24,TFUEL,1000000000.0
2018-03-25,TFUEL,1000000000.0
2018-03-26,TFUEL,1000000000.0
2018-03-27,TFUEL,999999999.999999
2018-03-28,TFUEL,1000000000.0
2018-03-29,TFUEL,999999999.999999
2018-03-30,TFUEL,1000000000.0
2018-03-31,TFUEL,1000000000.0
2018-04-01,TFUEL,1000000000.0
2018-04-02,TFUEL,999999999.999999
2018-04-03,TFUEL,999999999.999999
2018-04-04,TFUEL,1000000000.0
2018-04-05,TFUEL,1000000000.0
2018-04-06,TFUEL,1000000000.0
2018-04-07,TFUEL,999999999.999999
2018-04-08,TFUEL,1000000000.0
2018-04-09,TFUEL,999999999.999999
2018-04-10,TFUEL,999999999.999999
2018-04-11,TFUEL,999999999.999999
2018-04-12,TFUEL,1000000000.0
2018-04-13,TFUEL,1000000000.0
2018-04-14,TFUEL,1000000000.0
2018-04-15,TFUEL,1000000000.0
2018-04-16,TFUEL,1000000000.0
2018-04-17,TFUEL,1000000000.0
2018-04-18,TFUEL,1000000000.0
2018-04-19,TFUEL,1000000000.0
2018-04-20,TFUEL,1000000000.0
2018-04-21,TFUEL,1000000000.0
2018-04-22,TFUEL,1000000000.0
2018-04-23,TFUEL,1000000000.0
2018-04-24,TFUEL,1000000000.0
2018-04-25,TFUEL,1000000000.0
2018-04-26,TFUEL,1000000000.0
2018-04-27,TFUEL,1000000000.0
2018-04-28,TFUEL,1000000000.0
2018-04-29,TFUEL,1000000000.0
2018-04-30,TFUEL,1000000000.0
2018-05-01,TFUEL,1000000000.0
2018-05-02,TFUEL,1000000000.0
2018-05-03,TFUEL,999999999.999999
2018-05-04,TFUEL,1000000000.0
2018-05-05,TFUEL,1000000000.0
2018-05-06,TFUEL,1000000000.0
2018-05-07,TFUEL,999999999.999999
2018-05-08,TFUEL,1000000000.0
2018-05-09,TFUEL,1000000000.0
2018-05-10,TFUEL,1000000000.0
2018-05-11,TFUEL,1000000000.0
2018-05-12,TFUEL,999999999.999999
2018-05-13,TFUEL,1000000000.0
2018-05-14,TFUEL,999999999.999999
2018-05-15,TFUEL,999999999.999999
2018-05-16,TFUEL,1000000000.0
2018-05-17,TFUEL,1000000000.0
2018-05-18,TFUEL,999999999.999999
2018-05-19,TFUEL,1000000000.0
2018-05-20,TFUEL,1000000000.0
2018-05-21,TFUEL,999999999.999999
2018-05-22,TFUEL,999999999.999999
2018-05-23,TFUEL,1000000000.0
2018-05-24,TFUEL,999999999.999999
2018-05-25,TFUEL,999999999.999999
2018-05-26,TFUEL,999999999.999999
2018-05-27,TFUEL,1000000000.0
2018-05-28,TFUEL,1000000000.0
2018-05-29,TFUEL,999999999.999999
2018-05-30,TFUEL,999999999.999999
2018-05-31,TFUEL,999999999.999999
2018-06-01,TFUEL,1000000000.0
2018-06-02,TFUEL,999999999.999999
2018-06-03,TFUEL,999999999.999999
2018-06-04,TFUEL,999999999.999999
2018-06-05,TFUEL,999999999.999999
2018-06-06,TFUEL,999999999.999999
2018-06-07,TFUEL,999999999.999999
2018-06-08,TFUEL,1000000000.0
2018-06-09,TFUEL,999999999.999999
2018-06-10,TFUEL,999999999.999999
2018-06-11,TFUEL,999999999.999999
2018-06-12,TFUEL,999999999.999999
2018-06-13,TFUEL,999999999.999999
2018-06-14,TFUEL,999999999.999999
2018-06-15,TFUEL,999999999.999999
2018-06-16,TFUEL,1000000000.0
2018-06-17,TFUEL,999999999.999999
2018-06-18,TFUEL,999999999.999999
2018-06-19,TFUEL,999999999.999999
2018-06-20,TFUEL,999999999.999999
2018-06-21,TFUEL,999999999.999999
2018-06-22,TFUEL,1000000000.0
2018-06-23,TFUEL,999999999.999999
2018-06-24,TFUEL,1000000000.0
2018-06-25,TFUEL,1000000000.0
2018-06-26,TFUEL,999999999.999999
2018-06-27,TFUEL,999999999.999999
2018-06-28,TFUEL,999999999.999999
2018-06-29,TFUEL,1000000000.0
2018-06-30,TFUEL,1000000000.0
2018-07-01,TFUEL,999999999.999999
2018-07-02,TFUEL,1000000000.0
2018-07-03,TFUEL,999999999.999999
2018-07-04,TFUEL,1000000000.0
2018-07-05,TFUEL,999999999.999999
2018-07-06,TFUEL,999999999.999999
2018-07-07,TFUEL,1000000000.0
2018-07-08,TFUEL,999999999.999999
2018-07-09,TFUEL,999999999.999999
2018-07-10,TFUEL,1000000000.0
2018-07-11,TFUEL,1000000000.0
2018-07-12,TFUEL,999999999.999999
2018-07-13,TFUEL,1000000000.0
2018-07-14,TFUEL,999999999.999999
2018-07-15,TFUEL,1000000000.0
2018-07-16,TFUEL,1000000000.0
2018-07-17,TFUEL,1000000000.0
2018-07-18,TFUEL,1000000000.0
2018-07-19,TFUEL,1000000000.0
2018-07-20,TFUEL,1000000000.0
2018-07-21,TFUEL,999999999.999999
2018-07-22,TFUEL,999999999.999999
2018-07-23,TFUEL,1000000000.0
2018-07-24,TFUEL,999999999.999999
2018-07-25,TFUEL,1000000000.0
2018-07-26,TFUEL,999999999.999999
2018-07-27,TFUEL,1000000000.0
2018-07-28,TFUEL,1000000000.0
2018-07-29,TFUEL,1000000000.0
2018-07-30,TFUEL,999999999.999999
2018-07-31,TFUEL,999999999.999999
2018-08-01,TFUEL,1000000000.0
2018-08-02,TFUEL,1000000000.0
2018-08-03,TFUEL,999999999.999999
2018-08-04,TFUEL,1000000000.0
2018-08-05,TFUEL,999999999.999999
2018-08-06,TFUEL,999999999.999999
2018-08-07,TFUEL,1000000000.0
2018-08-08,TFUEL,1000000000.0
2018-08-09,TFUEL,1000000000.0
2018-08-10,TFUEL,999999999.999999
2018-08-11,TFUEL,1000000000.0
2018-08-12,TFUEL,1000000000.0
2018-08-13,TFUEL,1000000000.0
2018-08-14,TFUEL,1000000000.0
2018-08-15,TFUEL,1000000000.0
2018-08-16,TFUEL,1000000000.0
2018-08-17,TFUEL,1000000000.0
2018-08-18,TFUEL,1000000000.0
2018-08-19,TFUEL,999999999.999999
2018-08-20,TFUEL,1000000000.0
2018-08-21,TFUEL,1000000000.0
2018-08-22,TFUEL,1000000000.0
2018-08-23,TFUEL,1000000000.0
2018-08-24,TFUEL,1000000000.0
2018-08-25,TFUEL,999999999.999999
2018-08-26,TFUEL,999999999.999999
2018-08-27,TFUEL,1000000000.0
2018-08-28,TFUEL,1000000000.0
2018-08-29,TFUEL,999999999.999999
2018-08-30,TFUEL,999999999.999999
2018-08-31,TFUEL,1000000000.0
2018-09-01,TFUEL,1000000000.0
2018-09-02,TFUEL,1000000000.0
2018-09-03,TFUEL,1000000000.0
2018-09-04,TFUEL,999999999.999999
2018-09-05,TFUEL,1000000000.0
2018-09-06,TFUEL,999999999.999999
2018-09-07,TFUEL,999999999.999999
2018-09-08,TFUEL,999999999.999999
2018-09-09,TFUEL,1000000000.0
2018-09-10,TFUEL,1000000000.0
2018-09-11,TFUEL,1000000000.0
2018-09-12,TFUEL,1000000000.0
2018-09-13,TFUEL,999999999.999999
2018-09-14,TFUEL,1000000000.0
2018-09-15,TFUEL,1000000000.0
2018-09-16,TFUEL,999999999.999999
2018-09-17,TFUEL,1000000000.0
2018-09-18,TFUEL,1000000000.0
2018-09-19,TFUEL,1000000000.0
2018-09-20,TFUEL,1000000000.0
2018-09-21,TFUEL,1000000000.0
2018-09-22,TFUEL,999999999.999999
2018-09-23,TFUEL,1000000000.0
2018-09-24,TFUEL,1000000000.0
2018-09-25,TFUEL,999999999.999999
2018-09-26,TFUEL,1000000000.0
2018-09-27,TFUEL,1000000000.0
2018-09-28,TFUEL,999999999.999999
2018-09-29,TFUEL,999999999.999999
2018-09-30,TFUEL,999999999.999999
2018-10-01,TFUEL,999999999.999999
2018-10-02,TFUEL,999999999.999999
2018-10-03,TFUEL,999999999.999999
2018-10-04,TFUEL,999999999.999999
2018-10-05,TFUEL,1000000000.0
2018-10-06,TFUEL,1000000000.0
2018-10-07,TFUEL,1000000000.0
2018-10-08,TFUEL,1000000000.0
2018-10-09,TFUEL,1000000000.0
2018-10-10,TFUEL,1000000000.0
2018-10-11,TFUEL,999999999.999999
2018-10-12,TFUEL,999999999.999999
2018-10-13,TFUEL,1000000000.0
2018-10-14,TFUEL,999999999.999999
2018-10-15,TFUEL,1000000000.0
2018-10-16,TFUEL,1000000000.0
2018-10-17,TFUEL,1000000000.0
2018-10-18,TFUEL,1000000000.0
2018-10-19,TFUEL,1000000000.0
2018-10-20,TFUEL,1000000000.0
2018-10-21,TFUEL,1000000000.0
2018-10-22,TFUEL,1000000000.0
2018-10-23,TFUEL,1000000000.0
2018-10-24,TFUEL,1000000000.0
2018-10-25,TFUEL,1000000000.0
2018-10-26,TFUEL,1000000000.0
2018-10-27,TFUEL,1000000000.0
2018-10-28,TFUEL,999999999.999999
2018-10-29,TFUEL,1000000000.0
2018-10-30,TFUEL,1000000000.0
2018-10-31,TFUEL,1000000000.0
2018-11-01,TFUEL,1000000000.0
2018-11-02,TFUEL,1000000000.0
2018-11-03,TFUEL,1000000000.0
2018-11-04,TFUEL,1000000000.0
2018-11-05,TFUEL,1000000000.0
2018-11-06,TFUEL,1000000000.0
2018-11-07,TFUEL,1000000000.0
2018-11-08,TFUEL,1000000000.0
2018-11-09,TFUEL,1000000000.0
2018-11-10,TFUEL,1000000000.0
2018-11-11,TFUEL,1000000000.0
2018-11-12,TFUEL,1000000000.0
2018-11-13,TFUEL,1000000000.0
2018-11-14,TFUEL,1000000000.0
2018-11-15,TFUEL,1000000000.0
2018-11-16,TFUEL,1000000000.0
2018-11-17,TFUEL,1000000000.0
2018-11-18,TFUEL,1000000000.0
2018-11-19,TFUEL,1000000000.0
2018-11-20,TFUEL,1000000000.0
2018-11-21,TFUEL,1000000000.0
2018-11-22,TFUEL,1000000000.0
2018-11-23,TFUEL,1000000000.0
2018-11-24,TFUEL,1000000000.0
2018-11-25,TFUEL,1000000000.0
2018-11-26,TFUEL,1000000000.0
2018-11-27,TFUEL,1000000000.0
2018-11-28,TFUEL,999999999.999999
2018-11-29,TFUEL,999999999.999999
2018-11-30,TFUEL,999999999.999999
2018-12-01,TFUEL,999999999.999999
2018-12-02,TFUEL,999999999.999999
2018-12-03,TFUEL,1000000000.0
2018-12-04,TFUEL,1000000000.0
2018-12-05,TFUEL,999999999.999999
2018-12-06,TFUEL,1000000000.0
2018-12-07,TFUEL,999999999.999999
2018-12-08,TFUEL,999999999.999999
2018-12-09,TFUEL,999999999.999999
2018-12-10,TFUEL,1000000000.0
2018-12-11,TFUEL,1000000000.0
2018-12-12,TFUEL,999999999.999999
2018-12-13,TFUEL,999999999.999999
2018-12-14,TFUEL,999999999.999999
2018-12-15,TFUEL,999999999.999999
2018-12-16,TFUEL,999999999.999999
2018-12-17,TFUEL,1000000000.0
2018-12-18,TFUEL,999999999.999999
2018-12-19,TFUEL,999999999.999999
2018-12-20,TFUEL,1000000000.0
2018-12-21,TFUEL,999999999.999999
2018-12-22,TFUEL,999999999.999999
2018-12-23,TFUEL,999999999.999999
2018-12-24,TFUEL,1000000000.0
2018-12-25,TFUEL,1000000000.0
2018-12-26,TFUEL,1000000000.0
2018-12-27,TFUEL,999999999.999999
2018-12-28,TFUEL,1000000000.0
2018-12-29,TFUEL,1000000000.0
2018-12-30,TFUEL,1000000000.0
2018-12-31,TFUEL,999999999.999999
2019-01-01,TFUEL,999999999.999999
2019-01-02,TFUEL,999999999.999999
2019-01-03,TFUEL,999999999.999999
2019-01-04,TFUEL,1000000000.0
2019-01-05,TFUEL,999999999.999999
2019-01-06,TFUEL,999999999.999999
2019-01-07,TFUEL,999999999.999999
2019-01-08,TFUEL,1000000000.0
2019-01-09,TFUEL,1000000000.0
2019-01-10,TFUEL,999999999.999999
2019-01-11,TFUEL,999999999.999999
2019-01-12,TFUEL,999999999.999999
2019-01-13,TFUEL,999999999.999999
2019-01-14,TFUEL,1000000000.0
2019-01-15,TFUEL,1000000000.0
2019-01-16,TFUEL,999999999.999999
2019-01-17,TFUEL,1000000000.0
2019-01-18,TFUEL,1000000000.0
2019-01-19,TFUEL,999999999.999999
2019-01-20,TFUEL,1000000000.0
2019-01-21,TFUEL,1000000000.0
2019-01-22,TFUEL,999999999.999999
2019-01-23,TFUEL,999999999.999999
2019-01-24,TFUEL,999999999.999999
2019-01-25,TFUEL,999999999.999999
2019-01-26,TFUEL,999999999.999999
2019-01-27,TFUEL,1000000000.0
2019-01-28,TFUEL,999999999.999999
2019-01-29,TFUEL,999999999.999999
2019-01-30,TFUEL,1000000000.0
2019-01-31,TFUEL,1000000000.0
2019-02-01,TFUEL,999999999.999999
2019-02-02,TFUEL,1000000000.0
2019-02-03,TFUEL,1000000000.0
2019-02-04,TFUEL,999999999.999999
2019-02-05,TFUEL,999999999.999999
2019-02-06,TFUEL,999999999.999999
2019-02-07,TFUEL,1000000000.0
2019-02-08,TFUEL,1000000000.0
2019-02-09,TFUEL,1000000000.0
2019-02-10,TFUEL,999999999.999999
2019-02-11,TFUEL,1000000000.0
2019-02-12,TFUEL,999999999.999999
2019-02-13,TFUEL,1000000000.0
2019-02-14,TFUEL,1000000000.0
2019-02-15,TFUEL,1000000000.0
2019-02-16,TFUEL,1000000000.0
2019-02-17,TFUEL,1000000000.0
2019-02-18,TFUEL,1000000000.0
2019-02-19,TFUEL,1000000000.0
2019-02-20,TFUEL,1000000000.0
2019-02-21,TFUEL,1000000000.0
2019-02-22,TFUEL,1000000000.0
2019-02-23,TFUEL,1000000000.0
2019-02-24,TFUEL,1000000000.0
2019-02-25,TFUEL,1000000000.0
2019-02-26,TFUEL,1000000000.0
2019-02-27,TFUEL,1000000000.0
2019-02-28,TFUEL,1000000000.0
2019-03-01,TFUEL,1000000000.0
2019-03-02,TFUEL,1000000000.0
2019-03-03,TFUEL,1000000000.0
2019-03-04,TFUEL,1000000000.0
2019-03-05,TFUEL,1000000000.0
2019-03-06,TFUEL,1000000000.0
2019-03-07,TFUEL,1000000000.0
2019-03-08,TFUEL,1000000000.0
2019-03-09,TFUEL,1000000000.0
2019-03-10,TFUEL,1000000000.0
2019-03-11,TFUEL,1000000000.0
2019-03-12,TFUEL,1000000000.0
2019-03-13,TFUEL,1000000000.0
2019-03-14,TFUEL,1000000000.0
2019-03-15,TFUEL,1000000000.0
2019-03-16,TFUEL,1000000000.0
2019-03-17,TFUEL,1000000000.0
2019-03-18,TFUEL,1000000000.0
2019-03-19,TFUEL,1000000000.0
2019-03-20,TFUEL,1000000000.0
2019-03-21,TFUEL,1000000000.0
2019-03-22,TFUEL,1000000000.0
2019-03-23,TFUEL,1000000000.0
2019-03-24,TFUEL,1000000000.0
2019-03-25,TFUEL,1000000000.0
2019-03-26,TFUEL,1000000000.0
2019-03-27,TFUEL,1000000000.0
2019-03-28,TFUEL,1000000000.0
2019-03-29,TFUEL,1000000000.0
2019-03-30,TFUEL,1000000000.0
2019-03-31,TFUEL,1000000000.0
2019-04-01,TFUEL,1000000000.0
2019-04-02,TFUEL,1000000000.0
2019-04-03,TFUEL,1000000000.0
2019-04-04,TFUEL,1000000000.0
2019-04-05,TFUEL,1000000000.0
2019-04-06,TFUEL,1000000000.0
2019-04-07,TFUEL,1000000000.0
2019-04-08,TFUEL,1000000000.0
2019-04-09,TFUEL,1000000000.0
2019-04-10,TFUEL,1000000000.0
2019-04-11,TFUEL,1000000000.0
2019-04-12,TFUEL,1000000000.0
2019-04-13,TFUEL,1000000000.0
2019-04-14,TFUEL,1000000000.0
2019-04-15,TFUEL,1000000000.0
2019-04-16,TFUEL,1000000000.0
2019-04-17,TFUEL,1000000000.0
2019-04-18,TFUEL,1000000000.0
2019-04-19,TFUEL,1000000000.0
2019-04-20,TFUEL,1000000000.0
2019-04-21,TFUEL,1000000000.0
2019-04-22,TFUEL,1000000000.0
2019-04-23,TFUEL,1000000000.0
2019-04-24,TFUEL,1000000000.0
2019-04-25,TFUEL,1000000000.0
2019-04-26,TFUEL,1000000000.0
2019-04-27,TFUEL,1000000000.0
2019-04-28,TFUEL,1000000000.0
2019-04-29,TFUEL,1000000000.0
2019-04-30,TFUEL,1000000000.0
2019-05-01,TFUEL,1000000000.0
2019-05-02,TFUEL,1000000000.0
2019-05-03,TFUEL,1000000000.0
2019-05-04,TFUEL,1000000000.0
2019-05-05,TFUEL,1000000000.0
2019-05-06,TFUEL,1000000000.0
2019-05-07,TFUEL,1000000000.0
2019-05-08,TFUEL,1000000000.0
2019-05-09,TFUEL,1000000000.0
2019-05-10,TFUEL,1000000000.0
2019-05-11,TFUEL,1000000000.0
2019-05-12,TFUEL,1000000000.0
2019-05-13,TFUEL,1000000000.0
2019-05-14,TFUEL,1000000000.0
2019-05-15,TFUEL,1000000000.0
2019-05-16,TFUEL,1000000000.0
2019-05-17,TFUEL,1000000000.0
2019-05-18,TFUEL,1000000000.0
2019-05-19,TFUEL,1000000000.0
2019-05-20,TFUEL,1000000000.0
2019-05-21,TFUEL,1000000000.0
2019-05-22,TFUEL,1000000000.0
2019-05-23,TFUEL,1000000000.0
2019-05-24,TFUEL,1000000000.0
2019-05-25,TFUEL,1000000000.0
2019-05-26,TFUEL,1000000000.0
2019-05-27,TFUEL,1000000000.0
2019-05-28,TFUEL,1000000000.0
2019-05-29,TFUEL,1000000000.0
2019-05-30,TFUEL,1000000000.0
2019-05-31,TFUEL,1000000000.0
2019-06-01,TFUEL,1000000000.0
2019-06-02,TFUEL,1000000000.0
2019-06-03,TFUEL,1000000000.0
2019-06-04,TFUEL,1000000000.0
2019-06-05,TFUEL,1000000000.0
2019-06-06,TFUEL,1000000000.0
2019-06-07,TFUEL,999999999.999999
2019-06-08,TFUEL,1000000000.0
2019-06-09,TFUEL,1000000000.0
2019-06-10,TFUEL,1000000000.0
2019-06-11,TFUEL,1000000000.0
2019-06-12,TFUEL,1000000000.0
2019-06-13,TFUEL,1000000000.0
2019-06-14,TFUEL,1000000000.0
2019-06-15,TFUEL,1000000000.0
2019-06-16,TFUEL,1000000000.0
2019-06-17,TFUEL,1000000000.0
2019-06-18,TFUEL,1000000000.0
2019-06-19,TFUEL,1000000000.0
2019-06-20,TFUEL,1000000000.0
2019-06-21,TFUEL,1000000000.0
2019-06-22,TFUEL,1000000000.0
2019-06-23,TFUEL,1000000000.0
2019-06-24,TFUEL,1000000000.0
2019-06-25,TFUEL,1000000000.0
2019-06-26,TFUEL,1000000000.0
2019-06-27,TFUEL,1000000000.0
2019-06-28,TFUEL,1000000000.0
